path,comparison_group,status,classification,track,task,arm,seed,round,accuracy,f1,correct,n_validation,prediction_sha256,cumulative_training_bytes,cumulative_evaluation_assembly_bytes,round_training_bytes,round_evaluation_assembly_bytes,training_steps,training_examples,cumulative_training_steps,cumulative_training_examples,probe_examples,rank_example_products,ranks,mean_rank,min_rank,max_rank,rank_cap_violations,sample_weighted_training_loss,peak_process_cuda_allocated_bytes,peak_process_cuda_reserved_bytes,weighted_adapter_disagreement,round_seconds,elapsed_seconds
/home/gogoi/ahlora-quantity-20260917/runs/smoke-v1-declora4,6923a7f12dc89d05,complete,smoke,quantity_skew_extension,sst2,declora4,42,2,50.57339449541284,5.689277899343545,441,872,17fb136301df375dcbae95924aea4a5e2cc496fe025aa015b5318caee8430d54,118516040,148143948,59258020,74071974,20,640,40,1280,0,2560,"[4,4,4,4,4,4,4,4,4,4]",4.0,4,4,0,0.704661700129509,1473352192,1845493760,0.3018267008721644,6.8574859872460365,15.338759678415954
/home/gogoi/ahlora-quantity-20260917/runs/smoke-v1-declora4,6923a7f12dc89d05,complete,smoke,quantity_skew_extension,sst2,declora4,42,3,50.91743119266055,67.47720364741642,444,872,d60d802cff6c49bddaa2b03c6019c77303a85fd7765a9b618df03e54b79b7682,177774060,222215922,59258020,74071974,20,640,60,1920,0,2560,"[4,4,4,4,4,4,4,4,4,4]",4.0,4,4,0,0.717154148221016,1396575744,1845493760,0.39505074121063755,7.024640933610499,22.37340190540999
/home/gogoi/ahlora-quantity-20260917/runs/smoke-v1-declora4,6923a7f12dc89d05,complete,smoke,quantity_skew_extension,sst2,declora4,42,4,69.03669724770643,57.142857142857146,602,872,2a3083b4ada7151d75c01b2bff9c8c15ae0aa5116b5b6e73ea549ad7210558b8,237032080,296287896,59258020,74071974,20,640,80,2560,0,2560,"[4,4,4,4,4,4,4,4,4,4]",4.0,4,4,0,0.6856098383665085,1472836096,1845493760,0.4952263959314094,6.910988504998386,29.29371545370668
/home/gogoi/ahlora-quantity-20260917/runs/smoke-v1-fixed_sample,6923a7f12dc89d05,complete,smoke,quantity_skew_extension,sst2,fixed_sample,42,1,50.91743119266055,67.47720364741642,444,872,d60d802cff6c49bddaa2b03c6019c77303a85fd7765a9b618df03e54b79b7682,73414237,90587690,73414237,90587690,20,640,20,640,0,5632,"[4,8,4,4,8,16,4,8,16,16]",8.8,4,16,0,0.7225509524345398,1431895040,1839202304,0.14830662631063046,9.422048078849912,9.422051990404725
/home/gogoi/ahlora-quantity-20260917/runs/smoke-v1-fixed_sample,6923a7f12dc89d05,complete,smoke,quantity_skew_extension,sst2,fixed_sample,42,2,50.91743119266055,67.47720364741642,444,872,d60d802cff6c49bddaa2b03c6019c77303a85fd7765a9b618df03e54b79b7682,146828474,181175380,73414237,90587690,20,640,40,1280,0,5632,"[4,8,4,4,8,16,4,8,16,16]",8.8,4,16,0,0.7033187419176101,1473352192,1845493760,0.12080711344379898,7.544458243064582,16.98781056702137
/home/gogoi/ahlora-quantity-20260917/runs/smoke-v1-fixed_sample,6923a7f12dc89d05,complete,smoke,quantity_skew_extension,sst2,fixed_sample,42,3,50.91743119266055,67.47720364741642,444,872,d60d802cff6c49bddaa2b03c6019c77303a85fd7765a9b618df03e54b79b7682,220242711,271763070,73414237,90587690,20,640,60,1920,0,5632,"[4,8,4,4,8,16,4,8,16,16]",8.8,4,16,0,0.7183378100395202,1396575744,1845493760,0.11352106755783477,7.781113655306399,24.784016124904156
/home/gogoi/ahlora-quantity-20260917/runs/smoke-v1-fixed_sample,6923a7f12dc89d05,complete,smoke,quantity_skew_extension,sst2,fixed_sample,42,4,53.096330275229356,68.41698841698842,463,872,dc357b60708fb4dba3bf0ad52bcecf7fac528d355af9b9bf67919004660c4f67,293656948,362350760,73414237,90587690,20,640,80,2560,0,5632,"[4,8,4,4,8,16,4,8,16,16]",8.8,4,16,0,0.6916875392198563,1472836096,1845493760,0.11619666238804999,7.83783769980073,32.6372877843678
/home/gogoi/ahlora-quantity-20260917/runs/smoke-v1-fixed_uniform,6923a7f12dc89d05,complete,smoke,quantity_skew_extension,sst2,fixed_uniform,42,1,50.91743119266055,67.47720364741642,444,872,d60d802cff6c49bddaa2b03c6019c77303a85fd7765a9b618df03e54b79b7682,73414228,90587550,73414228,90587550,20,640,20,640,0,5632,"[4,8,4,4,8,16,4,8,16,16]",8.8,4,16,0,0.7225509524345398,1431895040,1839202304,0.09739949676254307,9.359554630704224,9.359558094292879
/home/gogoi/ahlora-quantity-20260917/runs/smoke-v1-fixed_uniform,6923a7f12dc89d05,complete,smoke,quantity_skew_extension,sst2,fixed_uniform,42,2,53.555045871559635,16.83778234086242,467,872,127e63765d62eac3aae74611b8bce54354b106f762222bf43b08abf873e75a0b,146828456,181175100,73414228,90587550,20,640,40,1280,0,5632,"[4,8,4,4,8,16,4,8,16,16]",8.8,4,16,0,0.7045879542827607,1473352192,1845493760,0.06443783354730713,7.77364391554147,17.155441434122622
/home/gogoi/ahlora-quantity-20260917/runs/smoke-v1-fixed_uniform,6923a7f12dc89d05,complete,smoke,quantity_skew_extension,sst2,fixed_uniform,42,3,50.91743119266055,67.47720364741642,444,872,d60d802cff6c49bddaa2b03c6019c77303a85fd7765a9b618df03e54b79b7682,220242684,271762650,73414228,90587550,20,640,60,1920,0,5632,"[4,8,4,4,8,16,4,8,16,16]",8.8,4,16,0,0.7182679057121277,1396575744,1845493760,0.053066509518926594,7.265935745090246,24.446562110446393
/home/gogoi/ahlora-quantity-20260917/runs/smoke-v1-fixed_uniform,6923a7f12dc89d05,complete,smoke,quantity_skew_extension,sst2,fixed_uniform,42,4,70.29816513761467,59.969088098918085,613,872,812c922e0fc479640f664735e06e6b60e6115e1f1edbeb0cb9a10d2de15f004d,293656912,362350200,73414228,90587550,20,640,80,2560,0,5632,"[4,8,4,4,8,16,4,8,16,16]",8.8,4,16,0,0.6889651566743851,1472836096,1845493760,0.050239572842908906,7.5447715213522315,32.006784168072045
/home/gogoi/ahlora-quantity-20260917/runs/smoke-v1-product16_sample,6923a7f12dc89d05,complete,smoke,quantity_skew_extension,sst2,product16_sample,42,1,50.91743119266055,67.47720364741642,444,872,d60d802cff6c49bddaa2b03c6019c77303a85fd7765a9b618df03e54b79b7682,94648909,118310714,94648909,118310714,20,640,20,640,0,10240,"[16,16,16,16,16,16,16,16,16,16]",16.0,16,16,7,0.7224615186452865,1434401792,1841299456,0.04959912135426981,11.150025648996234,11.150030246935785
/home/gogoi/ahlora-quantity-20260917/runs/smoke-v1-product16_sample,6923a7f12dc89d05,complete,smoke,quantity_skew_extension,sst2,product16_sample,42,2,50.91743119266055,67.47720364741642,444,872,d60d802cff6c49bddaa2b03c6019c77303a85fd7765a9b618df03e54b79b7682,189297818,236621428,94648909,118310714,20,640,40,1280,0,10240,"[16,16,16,16,16,16,16,16,16,16]",16.0,16,16,7,0.703016784787178,1480724992,1845493760,0.04022466834861033,9.101628724485636,20.272788079455495
/home/gogoi/ahlora-quantity-20260917/runs/smoke-v1-product16_sample,6923a7f12dc89d05,complete,smoke,quantity_skew_extension,sst2,product16_sample,42,3,50.91743119266055,67.47720364741642,444,872,d60d802cff6c49bddaa2b03c6019c77303a85fd7765a9b618df03e54b79b7682,283946727,354932142,94648909,118310714,20,640,60,1920,0,10240,"[16,16,16,16,16,16,16,16,16,16]",16.0,16,16,7,0.7183812469244003,1403801088,1845493760,0.03765592801552284,9.28966526221484,29.582314679399133
/home/gogoi/ahlora-quantity-20260917/runs/smoke-v1-product16_sample,6923a7f12dc89d05,complete,smoke,quantity_skew_extension,sst2,product16_sample,42,4,52.178899082568805,67.99693016116655,455,872,545120627fa23d1f53f0f8e3a601ab0374512f764bb07368e6427b075b62212c,378595636,473242856,94648909,118310714,20,640,80,2560,0,10240,"[16,16,16,16,16,16,16,16,16,16]",16.0,16,16,7,0.6924592971801757,1480208896,1845493760,0.03838507743670574,8.792919022031128,38.39507699664682
